Step,Reward1,Reward2
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,2.318801,1
6,0,0
7,0,0
8,0,0
9,0.9046601,1
10,0,0
11,0,0
12,1.094757,1
13,0,0
14,0,0
15,2.290104,1
16,0,0
17,0,0
18,0,0
19,1.978095,1
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,1.88131,1
30,1.593166,1
31,0,0
32,1.854919,1
33,0.8588108,1
34,0.6704627,1
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0.01835795,1
41,0,0
42,0,0
43,0.3787749,1
44,0,0
45,0,0
46,3.580659,1
47,0,0
48,0,0
49,0,0
50,2.492653,1
51,1.689087,1
52,0,0
53,0,0
54,0.8466324,1
55,0,0
56,0,0
57,2.061676,1
58,0,0
59,2.449371,1
60,0,0
61,0,0
62,0,0
63,0,0
64,2.219267,1
65,2.366255,1
66,0.01054563,1
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,2.161294,1
75,0,0
76,0,0
77,1.22688,1
78,0.8943552,1
79,2.294374,1
80,1.871832,1
81,0,0
82,0.5957131,1
83,2.33847,1
84,1.760024,1
85,0,0
86,1.421073,1
87,0,0
88,0,0
89,0.4092941,1
90,2.115127,1
91,2.470376,1
92,2.599029,1
93,0,0
94,0,0
95,0.7628039,1
96,2.031949,1
97,0,0
98,0,0
99,1.975424,1
100,0,0
101,1.957192,1
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,2.088581,1
109,2.484173,1
110,0,0
111,0,0
112,0,0
113,0.04301661,1
114,1.007512,1
115,0,0
116,1.882865,1
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
126,2.103239,1
127,0,0
128,0,0
129,1.533825,1
130,0.9930653,1
131,1.204735,1
132,0,0
133,0,0
134,0,0
135,0.844191,1
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
141,0,0
142,0,0
143,0.2242903,1
144,0,1
145,0.5082374,1
146,0,0
147,0.6954896,1
148,0,0
149,1.682147,1
150,0,0
151,0,0
152,0,0
153,0,0
154,0,0
155,0,0
156,1.811084,1
157,0,0
158,0,0
159,0,0
160,0.5127718,1
161,0,0
162,0,0
163,0,0
164,0,0
165,1.720616,1
166,0,0
167,2.632898,1
168,0,0
169,0,1
170,0,0
171,0,0
172,0.03433007,1
173,1.59535,1
174,2.060821,1
175,0,0
176,1.166686,1
177,0,0
178,0,0
179,0,0
180,0,0
181,0,0
182,0.7145938,1
183,0,0
184,0.9619871,1
185,1.7548,1
186,1.115617,1
187,0,0
188,1.640238,1
189,0,0
190,1.65058,1
191,1.703421,1
192,0.6444809,1
193,0.760702,1
194,0,0
195,0.01195552,1
196,1.888958,1
197,2.076556,1
198,0,0
199,1.80653,1
200,0,0
201,0,0
202,0.7831734,1
203,0.5241247,1
204,1.692423,1
205,0,0
206,0,0
207,1.906809,1
208,0,0
209,0,0
210,0,0
211,0,0
212,0,0
213,0,0
214,0,0
215,1.09235,1
216,1.561038,1
217,0,0
218,0,0
219,0,0
220,1.942503,1
221,0,0
222,0,0
223,8.881401E-05,1
224,0,0
225,1.353629,1
226,2.614461,1
227,0.8008419,1
228,0,0
229,0,0
230,0,0
231,0.8451662,1
232,1.406966,1
233,0,0
234,1.856449,1
235,0,0
236,1.526678,1
237,1.967698,1
238,0,0
239,0,0
240,0.3003069,1
241,0,0
242,0,0
243,0,0
244,0,0
245,0.1969056,1
246,1.082611,1
247,1.349263,1
248,0,0
249,0,0
250,1.691348,1
251,0,0
252,0,0
253,2.803796,1
254,0.248032,1
255,0,0
256,0,0
257,0,0
258,0,0
259,0.6151375,1
260,2.161017,1
261,0,0
262,0,0
263,2.37956,1
264,1.270018,1
265,0,0
266,1.150795,1
267,0,0
268,0,0
269,0,0
270,0,0
271,0,0
272,1.339964,1
273,1.873863,1
274,0,0
275,0,1
276,0,0
277,0,0
278,0,0
279,0.3888706,1
280,0,0
281,1.753218,1
282,1.220544,1
283,0,0
284,0,0
285,0.0003099561,1
286,0,0
287,0,0
288,1.64837,1
289,0,0
290,1.407776,1
291,0,0
292,1.612527,1
293,2.040773,1
294,0.833734,1
295,2.43461,1
296,0,0
297,0,0
298,0,1
299,0,0
300,0,0
301,1.430008,1
302,0,0
303,0,0
304,0.0308161,1
305,0.6261318,1
306,1.783333,1
307,0,0
308,1.497546,1
309,2.093192,1
310,0,0
311,0,0
312,1.040943,1
313,0,0
314,0,0
315,1.378464,1
316,0,0
317,0,0
318,0.8790216,1
319,0,0
320,1.903222,1
321,0,0
322,1.141996,1
323,1.726336,1
324,2.382765,1
325,0,0
326,0.7361286,1
327,0,0
328,0,0
329,0,0
330,0,0
331,0,0
332,0,0
333,1.33437,1
334,2.025537,1
335,0,0
336,0,0
337,2.423456,1
338,0.01319991,1
339,0,0
340,0,0
341,0,0
342,1.093999E-08,1
343,1.410171,1
344,0,0
345,0,0
346,0,0
347,1.882312,1
348,0,0
349,0,0
350,0,0
351,1.044938,1
352,0,0
353,1.856032,1
354,0.02790179,1
355,0.8665251,1
356,0,0
357,0.0003612643,1
358,0.4193028,1
359,0,0
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0.6868499,1
366,0,0
367,0,0
368,0,0
369,0.8791578,1
370,0,0
371,0.01528528,1
372,0,0
373,0.05189534,1
374,0,0
375,1.846912,1
376,1.424384,1
377,0,0
378,0,0
379,0,0
380,1.974528,1
381,1.948363,1
382,0,0
383,0,0
384,0,0
385,3.882564E-07,1
386,0.8245028,1
387,1.534959,1
388,1.931289,1
389,0,0
390,0,0
391,1.562312,1
392,0,0
393,0,0
394,1.283974,1
395,1.113382,1
396,1.497364,1
397,0,0
398,0,0
399,0,0
400,0,0
401,0,0
402,0,0
403,0.7777292,1
404,0,0
405,0,0
406,1.047416,1
407,1.347261,1
408,1.21723,1
409,2.086242,1
410,0.8307695,1
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0.308027,1
418,0,0
419,2.200334,1
420,0,0
421,1.720106,1
422,1.222051,1
423,0,0
424,2.387776,1
425,0,0
426,0,0
427,0.8691329,1
428,0,0
429,0.2591639,1
430,0,0
431,1.884245,1
432,0,0
433,0.9355558,1
434,2.451417,1
435,0,0
436,0,0
437,0,0
438,2.082643,1
439,4.589321E-06,1
440,0,0
441,0,0
442,0,0
443,0,0
444,0,0
445,0,0
446,1.398369,1
447,0,0
448,0.4224042,1
449,0,0
450,0,0
451,1.037939,1
452,0,0
453,0,0
454,0,0
455,0,0
456,0,0
457,0,0
458,0,0
459,0,0
460,0,0
461,0,0
462,0,0
463,0.7007869,1
464,0,0
465,0,0
466,0.6651654,1
467,0,0
468,0,0
469,1.246893,1
