Step,Reward1,Reward2
0,0.4274231,1
1,1.148919,1
2,0,0
3,0,0
4,0,0
5,1.121005,1
6,0.3507103,1
7,0.9533759,1
8,9.389521E-06,1
9,0,0
10,1.107852E-06,1
11,0,0
12,0.05464568,1
13,0.4695161,1
14,0,0
15,0,0
16,0.664525,1
17,0,0
18,0,0
19,0.7141352,1
20,0.09256324,1
21,0,0
22,0.5493926,1
23,0.1659959,1
24,0,0
25,0.6378889,1
26,0.9205061,1
27,0.8361406,1
28,0.5430694,1
29,0.3661249,1
30,0,0
31,0,0
32,0.07160354,1
33,0.8330143,1
34,0,0
35,0,0
36,0,0
37,0,1
38,0,0
39,0.3768501,1
40,0.4854043,1
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,1.336872,1
50,1.108409,1
51,0,0
52,0.2740709,1
53,0.4659631,1
54,0,0
55,1.120201,1
56,0.4063761,1
57,1.024977,1
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,1.063987,1
64,1.141149,1
65,0,0
66,0.7558402,1
67,0.4968347,1
68,1.108756,1
69,0,0
70,0,0
71,0.1659822,1
72,0.08638358,1
73,1.048179,1
74,0.03742077,1
75,0.4064486,1
76,0,0
77,0.6836374,1
78,0,0
79,1.418162,1
80,1.018196,1
81,0.006240514,1
82,0.7291316,1
83,0.7953708,1
84,1.064969,1
85,1.429172,1
86,0.8376792,1
87,0,0
88,0,0
89,0.1174065,1
90,0,0
91,0,0
92,0,0
93,0.9509719,1
94,0.9625642,1
95,1.091981,1
96,0,0
97,0,0
98,0.9395916,1
99,0,0
100,0.3700983,1
101,0,0
102,1.051001,1
103,1.10725,1
104,0,0
105,0,0
106,0.3732881,1
107,0.5935016,1
108,1.030828,1
109,1.095116,1
110,0,0
111,0.2763858,1
112,0.3909124,1
113,0,0
114,0,0
115,1.0956,1
116,0.9574603,1
117,0.3011047,1
118,0.9365872,1
119,0.8258004,1
120,0.4465681,1
121,1.345301,1
122,0,0
123,0.9946069,1
124,0,0
125,0,0
126,0.4005691,1
127,1.070626,1
128,0.5958804,1
129,1.017797,1
130,0.458016,1
131,0,0
132,0.07871322,1
133,0,0
134,0.7686331,1
135,0,0
136,0,0
137,0.5727345,1
138,0,0
139,0,0
140,0,0
141,0.5892036,1
142,0,0
143,0.4081793,1
144,0.8477069,1
145,1.048828,1
146,0.8259315,1
147,0.9387333,1
148,0.1473795,1
149,0,0
150,0.8686345,1
151,0.9266371,1
152,0,0
153,0.9834141,1
154,0.4554195,1
155,0,0
156,1.027579,1
157,0,0
158,0,0
159,1.286871,1
160,1.256676,1
161,0,0
162,0,0
163,0,0
164,0.3177826,1
165,0.3718719,1
166,0,0
167,0.7036378,1
168,0.8631351,1
169,0.9013255,1
170,1.065729,1
171,0.1398252,1
172,0,0
173,0.3968905,1
174,0.4353035,1
175,1.184322,1
176,0.7811034,1
177,0,0
178,1.17456,1
179,0.4302508,1
180,0.7506657,1
181,0,0
182,0.9980542,1
183,0.9061285,1
184,0.02285764,1
185,0.2826476,1
186,0,0
187,0.2263854,1
188,0,0
189,0.6342777,1
190,0.006804117,1
191,0,0
192,0.1405833,1
193,0.9346701,1
194,0.7715216,1
195,0,0
196,0.1141925,1
197,1.15664,1
198,0,0
199,1.090693,1
200,0,0
201,0.2887665,1
202,0.826653,1
203,1.135619,1
204,0,0
205,1.026617,1
206,0,0
207,0.9914386,1
208,0.8779081,1
209,1.293408,1
210,0,0
211,0,0
212,0,0
213,0,0
214,0,0
215,0.9075314,1
216,1.101056,1
217,0,0
218,0,0
219,0.3020912,1
220,0,0
221,0,0
222,0.1760485,1
223,0.1066489,1
224,0,0
225,0,0
226,0.9238416,1
227,0,0
228,0.8200744,1
229,0.4325837,1
230,0.58464,1
231,0.7925329,1
232,0,0
233,0,0
234,0,0
235,1.088822,1
236,1.26895,1
237,0.5430585,1
238,0.3351828,1
239,0,0
240,1.225166,1
241,1.038676,1
242,0,0
243,0.971342,1
244,0.2486994,1
245,0,0
246,0.5157672,1
247,0,0
248,0.3122972,1
249,0,0
250,0.7040096,1
251,0.9177386,1
252,0,0
253,0,0
254,0,0
255,0.8717507,1
256,0.1151791,1
257,0,0
258,0,0
259,0,0
260,0,0
261,0.4037591,1
262,0.9622911,1
263,1.229642,1
264,0.9169635,1
265,0.4262155,1
266,0.4097272,1
267,0,0
268,1.128614,1
269,0,0
270,0.2230273,1
271,0.1095632,1
272,0.8947402,1
273,0,0
274,0,0
275,0,0
276,0,0
277,0.2991423,1
278,0.02733665,1
279,0,0
280,0,0
281,0,0
282,0,0
283,0.3825768,1
284,1.187634,1
285,1.256558,1
286,0.1476756,1
287,0,0
288,0,0
289,0.8815768,1
290,0.6574962,1
291,0.7659501,1
292,0,0
293,1.042017,1
294,0,0
295,0.4472301,1
296,0,0
297,0.8674467,1
298,0,0
299,0.8286542,1
300,0.7416267,1
301,0.2408752,1
302,0,0
303,1.031218,1
304,0.8993127,1
305,0,0
306,1.173098,1
307,0.6994984,1
308,0,0
309,0.3120036,1
310,0,0
311,0.1611064,1
312,0.6344699,1
313,0.4565138,1
314,0,0
315,0.3955677,1
316,0.9728607,1
317,0.5143347,1
318,0.2150029,1
319,0.4140149,1
320,0.2424723,1
321,0.8088123,1
322,0,0
323,0.4115043,1
324,0,0
325,0,0
326,0.3282647,1
327,0.9974846,1
328,0.8724241,1
329,0.7965679,1
330,0.4062703,1
331,1.072976,1
332,1.242249,1
333,0.8742164,1
334,0,0
335,0,0
336,1.023607,1
337,0.7360193,1
338,0,0
339,1.00383,1
340,0.4760765,1
341,0,0
342,0.594452,1
343,0,0
344,0,0
345,0.4105894,1
346,0,0
347,0,0
348,1.281476,1
349,0,0
350,0.512288,1
351,1.32469,1
352,0.3907985,1
353,2.718781E-05,1
354,0,0
355,0.3301151,1
356,0,0
357,1.222682,1
358,0,0
359,0,0
360,0,0
361,0.4963365,1
362,0.7071764,1
363,0,0
364,0.536658,1
365,0,0
366,0,0
367,0.2944695,1
368,9.913844E-07,1
369,0.6263574,1
370,0,0
371,0,0
372,0.750964,1
373,0,0
374,0,0
375,0.7669649,1
376,0,0
377,0.6452519,1
378,0,0
379,0.9876454,1
380,0.0006508888,1
381,0,0
382,0,0
383,0,0
384,0.4550153,1
385,0,0
386,0,0
387,0,0
388,0,0
389,0,0
390,1.314149,1
391,0.3485398,1
392,0,0
393,0,0
394,0,0
395,1.109633,1
396,0.910372,1
397,0.7572567,1
398,0,0
399,0,0
400,0,0
401,0.07237369,1
402,0.8629159,1
403,0.9426787,1
404,0.9045588,1
405,0.5265196,1
406,0,0
407,0.5654728,1
408,0,0
409,0,0
410,0.248211,1
411,0.6817707,1
412,0,0
413,0.490016,1
414,0.2687374,1
415,0.8373487,1
416,0,0
417,0.6338795,1
418,0.6351265,1
419,0.7800797,1
420,0,0
421,0.5565589,1
422,0.4533621,1
423,0.4678555,1
424,1.11367,1
425,0,0
426,1.276897,1
427,0,0
428,0.221595,1
429,0.5573595,1
430,0,0
431,1.04018,1
432,0,0
433,0.3491252,1
434,2.458756E-07,1
435,0,0
436,0,0
437,1.343489,1
438,0.2105706,1
439,0,0
440,0,0
441,0.6678156,1
442,0.7174284,1
443,1.12032,1
444,0.9952781,1
445,0.4817342,1
446,0,0
447,1.065071,1
448,0.1710925,1
449,0,0
450,0,0
451,0.9901217,1
452,1.220188,1
453,0,0
454,0.4114986,1
455,0,0
456,1.159005,1
457,0.9752563,1
458,0.008622507,1
459,0,0
460,0,0
461,0,0
462,0,0
463,1.317961,1
464,0.07369161,1
465,0,0
466,0.939894,1
467,1.011709,1
468,0,0
469,0.6743805,1
470,0.01370881,1
471,0.7364773,1
472,0.001138625,1
473,0.02949813,1
474,0,0
475,0,0
476,0,0
477,0,0
478,0.9633899,1
479,0,0
480,0.1653661,1
481,0.1892846,1
482,0,0
483,0.6376359,1
484,0.4741179,1
485,0.8203981,1
486,1.076268,1
487,0.004287086,1
488,0.6079457,1
489,0.386689,1
490,0,0
491,0.3209856,1
492,0.5222461,1
493,0.5404033,1
494,0,0
495,0,1
496,0.3588539,1
497,0,0
498,0,0
499,0.6722844,1
500,1.159166,1
501,0.8900806,1
502,0.0009052873,1
503,0.8422488,1
504,0,0
505,0,0
506,1.236434,1
507,0.2197849,1
508,0,0
509,1.327249,1
510,0,0
511,0,0
512,1.421729E-06,1
513,0,0
514,0,1
515,0,0
516,0,0
517,1.349027,1
518,0,0
519,0.707552,1
520,0.9508527,1
521,0.8879706,1
522,0.225429,1
523,1.082334,1
524,0,0
525,0.8865107,1
526,0,0
527,0.173578,1
528,0,1
529,0,0
530,1.077738,1
531,0,0
532,0.8867668,1
533,0.453147,1
534,1.077839,1
535,0.8357468,1
536,0.8293228,1
537,0.3131284,1
538,0,0
539,0,0
540,0.5642309,1
541,0,0
542,0,0
543,0,0
544,0.5273253,1
545,0,0
546,0.9036672,1
547,0,0
548,0,0
549,0,0
550,0.3051394,1
551,1.038206,1
552,0.9924051,1
553,0.6301308,1
554,0,0
555,0,0
556,0.0001795529,1
557,0,0
558,0,0
559,0,0
560,0.002594839,1
561,0.9778183,1
562,1.071845,1
563,0.639082,1
564,0.2708534,1
565,0,0
566,0,0
567,0.8973926,1
568,0.588684,1
569,0,0
570,0.393928,1
571,0,0
572,0,0
573,0,0
574,0,0
575,1.212512,1
576,0,0
577,0.7958131,1
578,1.065833,1
579,0.7350842,1
580,0.4227444,1
581,0.9146191,1
582,0,0
583,0,0
584,0,0
585,1.273985,1
586,0.2936907,1
587,0,0
588,0,0
589,0.0007840462,1
590,1.102778,1
591,0.4240719,1
592,0.3482923,1
593,0.9619672,1
594,0,0
595,1.007149,1
596,0.9345675,1
597,0.3719467,1
598,0.2549783,1
599,0.7717519,1
600,0.9596259,1
601,0,1
602,0.656665,1
603,1.194368,1
604,0.3965433,1
605,0,0
606,1.082055,1
607,0,0
608,0.9092149,1
609,0.6999832,1
610,0,0
611,0.1819952,1
612,0.3524964,1
613,0,0
614,0.4149342,1
615,0.5759747,1
616,0.1326024,1
617,0.4988328,1
618,0,0
619,0.6693777,1
620,0.6081938,1
621,0.7508935,1
622,0.9900702,1
623,0.2066748,1
624,0.6919961,1
625,0,0
626,0.5439625,1
627,0.004253578,1
628,0,0
629,0,0
630,0,0
631,0.6859851,1
632,1.151944E-08,1
633,0,0
634,0,0
635,0,0
636,0.002491562,1
637,0,0
638,0,0
639,0.6665285,1
640,0.2369104,1
641,0,0
642,0,0
643,1.054058,1
644,0.003409697,1
645,0.8235663,1
646,0,0
647,1.119426,1
648,0.6782066,1
649,0,0
650,0.4474179,1
651,1.039299,1
652,0.6013105,1
653,0.7547488,1
654,1.178286,1
655,0,0
656,0.1422449,1
657,0.4730265,1
658,0.4512357,1
659,1.384747,1
660,2.911723E-08,1
661,0,0
662,0.4986622,1
663,1.194036,1
664,0.1438418,1
665,0.7779328,1
666,0,0
667,0.5467371,1
668,0.2478621,1
669,0,0
670,1.389704,1
671,0,0
672,0.2587766,1
673,0,0
674,1.089021,1
675,0.8389866,1
676,0.9698325,1
677,0.02179147,1
678,0,0
679,0.007171209,1
680,0.5757434,1
681,0.5351129,1
682,0,0
683,0,0
684,0,0
685,0,0
686,1.158472,1
687,0,0
688,0.4655273,1
689,0.003290756,1
690,0,0
691,0,0
692,0.9488049,1
693,0,0
694,0,0
695,1.026476,1
696,0.8156426,1
697,6.477129E-07,1
698,0,0
699,0,0
700,0.9189633,1
701,0,0
702,0,0
703,0,0
704,1.061711,1
705,0,0
706,0.2299757,1
707,0,0
708,0,0
709,0.9435731,1
710,0.9514871,1
711,0.9436159,1
712,0.9306582,1
713,0.1890136,1
714,0,0
715,0,0
716,0.8641856,1
717,0.3023888,1
718,0,0
719,0.9251877,1
720,1.031398,1
721,1.030835,1
722,0,0
723,0.6031228,1
724,0.9858537,1
725,0,0
726,1.23858,1
727,1.163107,1
728,0,0
729,0.8334201,1
730,0.2801607,1
731,0.3439094,1
732,1.351361,1
733,0.865149,1
734,0,0
735,0.7767341,1
736,0.7367755,1
737,6.668174E-05,1
738,0,0
739,0,0
740,0.003862586,1
741,0.3578375,1
742,0,0
743,1.026224,1
744,0,0
745,0,1
746,0.3105913,1
747,0,0
748,0,0
749,0.9364257,1
750,0,0
751,0,0
752,1.07717,1
753,0,0
754,1.137781,1
755,0,0
756,0.2566332,1
757,1.258983,1
758,0,0
759,0,0
760,0.7225657,1
761,0,0
762,0,0
763,0,0
764,0,0
765,0,0
766,0,0
767,0.4486195,1
768,0.4417363,1
769,0,0
770,1.08654,1
771,0.8999798,1
772,0,0
773,0.2483397,1
774,0.3944197,1
775,0.1076495,1
776,1.136979,1
777,0.7515296,1
778,0.3524069,1
779,1.06081,1
780,0.8320469,1
781,0,0
782,0.6108786,1
783,0,0
784,0,0
785,0.7007117,1
786,0.005301964,1
787,0.9974208,1
788,0.8423206,1
789,0.8599006,1
790,1.194169,1
791,0,0
792,1.243429,1
793,0.4266546,1
794,1.222721,1
795,0,0
796,0.3727015,1
797,0,1
798,0.5617946,1
799,0,0
800,0,0
801,0.5162702,1
802,0,0
803,0.7099896,1
804,0,0
805,0,0
806,0,0
807,0,0
808,0.4182599,1
809,0.6530519,1
810,0.5546718,1
811,1.102953,1
812,0,0
813,0,0
814,1.024636,1
815,0,0
816,0,0
817,0.9461982,1
818,1.072061,1
819,0.7960829,1
820,0.4492854,1
821,1.087214,1
822,0.3675234,1
823,0,0
824,0,0
825,1.105595,1
826,0.3205372,1
827,0,0
828,0,0
829,0.3019474,1
830,0.1355163,1
831,0,0
832,0.3386441,1
833,0.6449547,1
834,0,0
835,0.2984298,1
836,0.3087773,1
837,0,0
838,0.7106727,1
839,0.7289398,1
840,0,0
841,0,0
842,0.2964522,1
843,0.2746522,1
844,0.9314627,1
845,0.548805,1
846,0.8624434,1
847,0.004101284,1
848,0.6887442,1
849,0.5809845,1
850,0.4151857,1
851,0.8401803,1
852,0,0
853,0,0
854,0.4491231,1
855,0,0
856,0,0
857,0,0
858,0.1080437,1
859,0,0
860,0,0
861,0.4486591,1
862,0,0
863,0,0
864,0.6142663,1
865,0.848814,1
866,1.063771,1
867,0,0
868,0,0
869,0,0
870,0.01167985,1
871,0,0
872,0,0
873,0.5999153,1
874,0,0
875,0.5606781,1
876,0.3592832,1
877,0.5643637,1
878,0.8252565,1
879,0.2376739,1
880,0,0
881,0,0
882,0,0
883,0.3660176,1
884,0,0
885,0,0
886,0,0
887,0,0
888,0.4915221,1
889,0.8999593,1
890,0.002664266,1
891,0,0
892,0,0
893,0,0
894,0.5183411,1
895,0,0
896,0.9014016,1
897,0.7678094,1
898,0.8810077,1
899,0,0
900,0,0
901,0.4360259,1
902,0.5563601,1
903,0,0
904,0,0
905,0,0
906,0,0
907,0,0
908,0.4739449,1
909,0,0
910,0,0
911,0,0
912,0.4196554,1
913,0,0
914,1.055534,1
915,0.5917298,1
916,0.4070079,1
917,0,0
918,0,0
919,0.719874,1
920,1.148441,1
921,0.3862326,1
922,0,0
923,0.7584199,1
924,0.9742931,1
925,0,0
926,0.6350607,1
927,1.089468,1
928,0.71864,1
929,0.803403,1
930,0.9519667,1
931,0.7201701,1
932,0.4733635,1
933,0.9180096,1
934,0,0
935,0.9392172,1
936,0,0
937,0.9331198,1
938,0,0
939,0,0
940,0.8578176,1
941,0.9195704,1
942,0.7120657,1
943,0.7317266,1
944,1.027994,1
945,0,0
946,1.068134,1
947,0.3717152,1
948,1.091309,1
949,1.279433,1
950,0,0
951,0.7699821,1
952,1.165459,1
953,0,0
954,0,0
955,0,0
956,0,0
957,1.008878,1
958,1.034287,1
959,0.3579816,1
960,0.4729318,1
961,0.7144468,1
962,0.7810927,1
963,0,0
964,0.3042765,1
965,0,0
966,1.183673,1
967,0,0
968,1.241743,1
969,0,0
970,0.602568,1
971,0,0
972,0.9309938,1
973,0.6750712,1
974,0,0
975,0,0
976,0,0
977,0,0
978,0.9299445,1
979,0,0
980,0,0
981,1.169004,1
982,0,0
983,0.008113015,1
984,0.929376,1
985,0,1
986,0,0
987,0.7266906,1
988,1.376978,1
989,0.8833102,1
990,1.113067,1
991,0,0
992,0.2285268,1
993,0,0
994,1.30209,1
995,1.063704,1
996,0,0
997,0.9405292,1
998,0,0
999,0.0124035,1
1000,0,1
1001,0,0
1002,0,0
1003,0.7634119,1
1004,0.7026318,1
1005,0.34725,1
1006,0,0
1007,0.1741435,1
1008,0.7122524,1
1009,1.105193,1
1010,0.7775948,1
1011,0,0
1012,0.7683799,1
1013,1.204828,1
1014,0.3272551,1
1015,0,0
1016,0,0
1017,0.3294754,1
1018,0.9424316,1
1019,0.3518483,1
1020,0,0
1021,0.6374116,1
1022,0.3859688,1
1023,0.5191599,1
1024,0,0
1025,0.7236316,1
1026,0.5852444,1
1027,0.2620066,1
1028,1.031675,1
1029,0.8121709,1
1030,0.5350401,1
1031,0.3521166,1
1032,0,0
1033,0.4894498,1
1034,1.258796,1
1035,0.8030224,1
1036,0,0
1037,0.2359314,1
1038,0,0
1039,0.6573626,1
1040,0,0
1041,0,0
1042,1.156972,1
1043,0,0
1044,0.02910335,1
1045,0,0
1046,0,0
1047,0.8041975,1
1048,0,0
1049,0,0
1050,0.08478039,1
1051,0.7613121,1
1052,0.5148861,1
1053,0.5414476,1
1054,0,0
1055,0,0
1056,0.8925691,1
1057,0,0
1058,0.4133339,1
1059,0.4215554,1
1060,0.9226405,1
1061,0.007442418,1
1062,1.068591,1
1063,0.7864156,1
1064,1.207088,1
1065,0.6741486,1
1066,0,0
1067,0.8853908,1
1068,0.86777,1
1069,0.2900586,1
1070,1.192462,1
1071,0.6742406,1
1072,0,0
1073,1.061123,1
1074,0.1053044,1
1075,1.176291,1
1076,0.5011285,1
1077,0.7287472,1
1078,0.4094077,1
1079,0,0
1080,0,0
1081,1.058437,1
1082,1.25875,1
1083,0.6859944,1
1084,0,0
1085,0,0
1086,1.176774,1
1087,0,0
1088,0,0
1089,0.5554529,1
1090,0.4682334,1
1091,0.4496656,1
1092,1.087712,1
1093,0.2934517,1
1094,0,0
1095,0.6958358,1
1096,1.336051,1
1097,0,0
1098,0,0
1099,1.05148,1
1100,1.11439,1
1101,0,0
1102,0.05983295,1
1103,0,0
1104,0,0
1105,0,0
1106,0,0
1107,0,0
1108,0.8875728,1
1109,0.4624785,1
