Wall time,Step,Value
1749775809.5290926,500,15.857142448425293
1749775860.1553066,1000,28.18181800842285
1749775912.3885248,1500,19.3157901763916
1749775964.2789266,2000,25.136363983154297
1749776016.8414195,2500,22.350000381469727
1749776067.4463394,3000,22.11111068725586
1749776118.8788846,3500,24.380952835083008
1749776170.252502,4000,23.920000076293945
1749776222.0163236,4500,22.75
1749776272.9717157,5000,23.549999237060547
1749776323.0018582,5500,19.0
1749776373.2139013,6000,20.399999618530273
1749776425.1588242,6500,24.636363983154297
1749776477.1663103,7000,23.83333396911621
1749776528.7794626,7500,27.25
1749776580.5313725,8000,25.38888931274414
1749776631.6717546,8500,22.869565963745117
1749776682.6956396,9000,22.77777862548828
1749776733.8758552,9500,24.0
1749776784.7131197,10000,22.25
1749776835.9293923,10500,20.714284896850586
1749776886.268964,11000,22.045454025268555
1749776937.7893116,11500,24.299999237060547
1749776988.3995354,12000,21.63157844543457
1749777040.1940653,12500,23.14285659790039
1749777092.043162,13000,23.200000762939453
1749777142.5904715,13500,24.136363983154297
1749777194.2905595,14000,21.913043975830078
1749777244.785433,14500,21.434782028198242
1749777294.8984318,15000,21.736841201782227
1749777351.1588943,15500,21.407407760620117
1749777408.8516073,16000,21.22222137451172
1749777469.9570808,16500,24.850000381469727
1749777527.6206303,17000,24.238094329833984
1749777586.3600285,17500,24.049999237060547
1749777644.0815876,18000,23.714284896850586
1749777702.600312,18500,22.66666603088379
1749777761.7535164,19000,21.952381134033203
1749777820.8532636,19500,22.63157844543457
1749777878.9929316,20000,24.7391300201416
1749777938.575735,20500,21.571428298950195
1749777996.2944932,21000,21.526315689086914
1749778056.356898,21500,23.052631378173828
1749778115.6873262,22000,28.3157901763916
1749778175.6661663,22500,23.909090042114258
1749778234.009738,23000,22.727272033691406
1749778292.9824352,23500,22.649999618530273
1749778351.3825018,24000,23.58823585510254
1749778411.1875575,24500,25.200000762939453
1749778471.8175037,25000,23.649999618530273
1749778531.996971,25500,25.149999618530273
1749778590.8413389,26000,24.4761905670166
1749778649.0873425,26500,22.31818199157715
1749778706.271209,27000,24.0
1749778765.5727735,27500,21.863636016845703
1749778824.7401457,28000,21.086956024169922
1749778884.6083715,28500,22.235294342041016
1749778943.644454,29000,25.875
1749779003.392551,29500,18.636363983154297
1749779061.2130055,30000,28.53333282470703
1749779121.1565495,30500,22.761905670166016
1749779179.7228355,31000,26.0
1749779239.24703,31500,21.66666603088379
1749779297.5807052,32000,26.521739959716797
1749779357.1109262,32500,22.157894134521484
1749779415.0354633,33000,24.27777862548828
1749779474.7201,33500,26.14285659790039
1749779532.5291002,34000,21.68181800842285
1749779590.85053,34500,19.85714340209961
1749779649.9517972,35000,22.299999237060547
1749779709.204336,35500,25.090909957885742
1749779765.9523535,36000,21.217391967773438
1749779826.3222995,36500,23.41176414489746
1749779885.4218838,37000,23.760000228881836
1749779944.5081234,37500,20.200000762939453
1749780004.625412,38000,24.157894134521484
1749780064.7650723,38500,26.399999618530273
1749780122.5866048,39000,24.809524536132812
1749780181.7031536,39500,20.88888931274414
1749780241.4289114,40000,23.600000381469727
1749780300.6182234,40500,23.399999618530273
1749780359.7274907,41000,22.25
1749780417.495053,41500,23.25
1749780474.8365374,42000,18.842105865478516
1749780533.5176911,42500,26.850000381469727
1749780593.47512,43000,24.0
1749780651.2988513,43500,24.399999618530273
1749780710.1416075,44000,20.25
1749780769.750122,44500,24.727272033691406
1749780828.6218462,45000,22.88888931274414
1749780890.190929,45500,27.46666717529297
1749780949.308085,46000,26.190475463867188
1749781009.8472133,46500,24.88888931274414
1749781069.2973049,47000,24.66666603088379
1749781126.9952958,47500,23.08333396911621
1749781185.8664436,48000,22.133333206176758
1749781245.6070628,48500,26.590909957885742
1749781308.5849402,49000,23.25
1749781374.2347956,49500,18.83333396911621
1749781437.9826796,50000,23.280000686645508
1749781501.2916873,50500,22.5
1749781563.9708846,51000,21.85714340209961
1749781629.1758142,51500,20.782608032226562
1749781693.4712157,52000,24.0
1749781758.3805733,52500,22.764705657958984
1749781822.3182209,53000,25.428571701049805
1749781886.1690717,53500,19.5
1749781949.0196602,54000,21.14285659790039
1749782013.2312355,54500,22.54166603088379
1749782078.1030142,55000,20.3125
1749782142.820451,55500,25.18181800842285
1749782208.0355432,56000,23.18181800842285
1749782271.3017647,56500,22.461538314819336
1749782335.0101864,57000,20.894737243652344
1749782399.1530893,57500,23.052631378173828
1749782463.0827653,58000,20.549999237060547
1749782526.585087,58500,26.428571701049805
1749782589.9691753,59000,23.04166603088379
1749782655.0210793,59500,21.933332443237305
1749782717.3974476,60000,26.5
1749782776.297589,60500,21.904762268066406
1749782835.6033843,61000,20.545454025268555
1749782895.3896906,61500,24.39130401611328
1749782954.7259812,62000,23.0
1749783012.6897938,62500,23.239999771118164
1749783071.3515522,63000,22.66666603088379
1749783130.7368224,63500,24.559999465942383
1749783190.6584806,64000,23.263158798217773
1749783249.3176239,64500,23.95652198791504
1749783309.871061,65000,23.75
1749783370.3037348,65500,26.157894134521484
1749783429.296951,66000,26.41176414489746
1749783488.7282732,66500,25.227272033691406
1749783548.1871827,67000,22.238094329833984
1749783607.6708934,67500,24.049999237060547
1749783666.1986222,68000,23.227272033691406
1749783725.3749628,68500,23.789474487304688
1749783784.970331,69000,23.625
1749783843.298348,69500,25.31818199157715
1749783902.7497702,70000,21.826086044311523
1749783961.6056828,70500,19.884614944458008
1749784020.6048527,71000,22.600000381469727
1749784079.9522336,71500,19.7391300201416
1749784138.5692034,72000,24.18181800842285
1749784198.9119554,72500,23.6875
1749784257.6622012,73000,26.789474487304688
1749784317.0599477,73500,22.84000015258789
1749784379.188491,74000,22.866666793823242
1749784438.5616844,74500,23.173913955688477
1749784496.6792197,75000,24.31818199157715
1749784556.5368164,75500,20.285715103149414
1749784617.2901983,76000,25.521739959716797
1749784676.075982,76500,25.55555534362793
1749784735.8697119,77000,24.58333396911621
1749784794.8571754,77500,22.149999618530273
1749784854.9461718,78000,25.22222137451172
1749784913.5171945,78500,23.842105865478516
1749784973.0996592,79000,24.100000381469727
1749785031.8746734,79500,23.45833396911621
1749785092.6387746,80000,22.149999618530273
1749785150.7635615,80500,25.88888931274414
1749785209.430417,81000,21.909090042114258
1749785268.6983972,81500,19.899999618530273
1749785330.0776284,82000,24.454545974731445
1749785389.2162259,82500,24.190475463867188
1749785448.346578,83000,23.894737243652344
1749785507.517909,83500,24.478260040283203
1749785566.2662172,84000,27.18181800842285
1749785626.5391166,84500,26.0
1749785685.4055943,85000,24.3157901763916
1749785745.5296433,85500,24.05555534362793
1749785804.5840204,86000,26.33333396911621
1749785864.290632,86500,22.72222137451172
